model,vector,layer,alpha,prompt,prompt_class,think_chars,answer_chars,hit_cap,gen_seconds,verdict,failure_mode,note
llama-r1-grpo,CC_num,31,4.0,N1-simpsons-paradox,stats_fallacy,0,2010,,26.58,~,FM-8,Names Simpson's; explicitly notes A>B for large then still rec B for large.
llama-r1-grpo,CC_num,31,6.0,N1-simpsons-paradox,stats_fallacy,0,2202,,28.37,~,FM-8,BYTE-IDENTICAL to α=+4 (exact duplicate generation); same FM-8.
llama-r1-grpo,CC_num,31,8.0,N1-simpsons-paradox,stats_fallacy,0,2202,,28.38,~,FM-8,Names Simpson's; garbled Step 3 text; rec B for large (wrong).
llama-r1-grpo,CC_num,31,10.0,N1-simpsons-paradox,stats_fallacy,0,2353,,29.84,~,FM-13,Rec A correct; misidentifies phenomenon as 'regression to the mean' not Simpson's.
llama-r1-grpo,CC_num,31,12.0,N1-simpsons-paradox,stats_fallacy,0,2576,,32.06,~,FM-13,Names Simpson's; hallucinates 'medium-sized stones' category not in data.
llama-r1-grpo,CC_num,31,16.0,N1-simpsons-paradox,stats_fallacy,0,2245,,28.7,~,FM-8,Names Simpson's; rec B for large citing 'higher patient count' — wrong rationale + wrong rec.
llama-r1-grpo,CC_num,31,20.0,N1-simpsons-paradox,stats_fallacy,0,2478,,31.43,~,FM-8,"Names Simpson's; correctly notes A>B in both strata then contradicts self, rec B for large."
llama-r1-grpo,EG,22,-8.0,N1-simpsons-paradox,stats_fallacy,0,3171,,39.34,~,FM-8,No Simpson's name; large-stone direction misstated; final rec 'A small / B large' wrong (A beats B on large).
llama-r1-grpo,EG,22,-4.0,N1-simpsons-paradox,stats_fallacy,0,2975,,37.04,~,FM-8,Names Simpson's; Step 3 flips large-stone winner ('B higher 69% vs A 73%'); split rec wrong.
llama-r1-grpo,EG,22,-2.0,N1-simpsons-paradox,stats_fallacy,0,2688,,34.17,~,,Names Simpson's; correctly reads both strata; final rec 'A small / B large' inconsistent with own analysis.
llama-r1-grpo,EG,22,1.0,N1-simpsons-paradox,stats_fallacy,0,2084,,27.63,~,,Names Simpson's; correctly reads both strata; same split-rec inconsistency.
llama-r1-grpo,EG,22,2.0,N1-simpsons-paradox,stats_fallacy,0,2157,,28.54,~,,Names Simpson's; correctly reads both strata; same split-rec inconsistency.
llama-r1-grpo,EG,22,4.0,N1-simpsons-paradox,stats_fallacy,0,2723,,37.5,~,FM-8,Names Simpson's; Step 4 garbles large-stone comparison ('B better for large 69% vs 73%'); split rec wrong.
llama-r1-grpo,EG,22,6.0,N1-simpsons-paradox,stats_fallacy,0,2086,,29.71,~,,Names 'heterogeneity of treatment effect' NOT Simpson's; correct strata reading; split rec inconsistent.
llama-r1-grpo,EG,22,8.0,N1-simpsons-paradox,stats_fallacy,0,2044,,28.99,~,,Names 'heterogeneity of treatment effect'; correct strata reading; split rec inconsistent.
llama-r1-grpo,EG,22,10.0,N1-simpsons-paradox,stats_fallacy,0,1661,,24.43,~,FM-8,Names 'heterogeneity'; misstates A 'less effective for large' (73%>69% — A more effective); split rec wrong.
llama-r1-grpo,EG,22,12.0,N1-simpsons-paradox,stats_fallacy,0,1772,,25.61,~,FM-8,Identical to α=+10; same misstatement on large stones; same wrong split rec.
llama-r1-grpo,EG,22,16.0,N1-simpsons-paradox,stats_fallacy,0,1546,,23.75,~,FM-8,Identical to α=+10/+12; 'heterogeneity'; same FM-8 misstatement; same wrong split rec.
llama-r1-grpo,EG,22,20.0,N1-simpsons-paradox,stats_fallacy,0,410,,6.06,✗,cap-truncation,Generation collapses to 93t; answers only Part 1; never reaches stone-size breakdown; never names Simpson's; rec=B.
llama-r1-grpo,IH,31,-8.0,N1-simpsons-paradox,stats_fallacy,0,2736,,36.06,~,,Names 'interaction' NOT Simpson's; correct conclusion (A better both groups); paradox label missing.
llama-r1-grpo,IH,31,-4.0,N1-simpsons-paradox,stats_fallacy,0,2154,,28.44,✓,,Names Simpson's correctly; minor split rec error (says B for large) but paradox label present and correct.
llama-r1-grpo,IH,31,-2.0,N1-simpsons-paradox,stats_fallacy,0,2152,,27.92,✓,,Names Simpson's correctly; same split-rec quirk; clean 7-step structure.
llama-r1-grpo,IH,31,1.0,N1-simpsons-paradox,stats_fallacy,0,2343,,30.06,✓,,Names Simpson's correctly; same split-rec quirk; adds confidence-interval suggestion.
llama-r1-grpo,IH,31,2.0,N1-simpsons-paradox,stats_fallacy,0,2013,,26.75,✓,,Names Simpson's; recommends A for both subgroups (correct); cleanest positive-α entry.
llama-r1-grpo,IH,31,4.0,N1-simpsons-paradox,stats_fallacy,0,2289,,30.44,~,,Names Simpson's but Step 4 misreads data (says A lower for large); garbled analysis; rec error.
llama-r1-grpo,IH,31,6.0,N1-simpsons-paradox,stats_fallacy,0,2762,,36.38,✗,FM-13,Misnames phenomenon as 'regression to the mean' — wrong; rec error (B for large); analysis drifts.
llama-r1-grpo,IH,31,8.0,N1-simpsons-paradox,stats_fallacy,0,1964,,26.72,~,,Names Simpson's only in Step 6 as afterthought; main analysis deflects to 'no significant difference'; weak.
llama-r1-grpo,IH,31,10.0,N1-simpsons-paradox,stats_fallacy,0,2412,,31.23,~,,No Simpson's label; uses 'confounding variable / interaction'; rec error (B for large); correct direction (reject B overall).
llama-r1-grpo,IH,31,12.0,N1-simpsons-paradox,stats_fallacy,0,2483,,31.68,~,,No Simpson's label; 'confounding variable / interaction'; same rec error; near-identical to +10.
llama-r1-grpo,IH,31,16.0,N1-simpsons-paradox,stats_fallacy,0,2282,,29.54,~,,No Simpson's label; 'interaction between treatment and covariate'; rec error (B for large).
llama-r1-grpo,IH,31,20.0,N1-simpsons-paradox,stats_fallacy,0,2481,,32.92,✗,FM-13,No Simpson's label; factual inversion Step 3 ('A < B for large' 73% vs 69%); rec error; worst quality.
llama-r1-grpo,RT,22,-8.0,N1-simpsons-paradox,stats_fallacy,0,2657,,34.32,~,FM-13,"Names Simpson's; correct subgroup data; Step 7 wrongly concludes 'A for small, B for large' contradicting own analysis."
llama-r1-grpo,RT,22,-4.0,N1-simpsons-paradox,stats_fallacy,0,2617,,35.0,~,FM-13,"Names Simpson's; factual inversion Step 3 ('B 69% vs A 73%' inverted); split rec 'A for small, B for large' wrong."
llama-r1-grpo,RT,22,-2.0,N1-simpsons-paradox,stats_fallacy,0,2127,,27.87,~,FM-13,"Names Simpson's; Step 3 correct; Step 6 contradicts self ('A for small, B for large')."
llama-r1-grpo,RT,22,1.0,N1-simpsons-paradox,stats_fallacy,0,2158,,28.58,~,FM-13,"Names Simpson's; Step 3 correct; conclusion 'A for small, B for large' contradicts own prior analysis."
llama-r1-grpo,RT,22,2.0,N1-simpsons-paradox,stats_fallacy,0,2467,,33.27,~,FM-13,"Names Simpson's; Step 4 inverts large-stone result ('B better for large'); conclusion 'A for small, B for large' wrong."
llama-r1-grpo,RT,22,4.0,N1-simpsons-paradox,stats_fallacy,0,1750,,23.62,~,FM-13,Names Simpson's; Step 4 muddled but Step 6 correctly recommends 'A for small AND A for large' — right conclusion.
llama-r1-grpo,RT,22,6.0,N1-simpsons-paradox,stats_fallacy,0,1994,,28.44,~,FM-13,"Names Simpson's; correctly states A wins both in body; Step 6 wrongly 'A for small, B for large'."
llama-r1-grpo,RT,22,8.0,N1-simpsons-paradox,stats_fallacy,0,2036,,28.7,~,FM-13,"Names Simpson's; Step 2 inverts large-stone result; conclusion 'A for small, B for large' wrong."
llama-r1-grpo,RT,22,10.0,N1-simpsons-paradox,stats_fallacy,0,1690,,23.04,~,FM-13,"Names Simpson's; Step 2 inverts large-stone result; conclusion 'A for small, B for large' wrong."
llama-r1-grpo,RT,22,12.0,N1-simpsons-paradox,stats_fallacy,0,1923,,26.81,~,FM-13,"Names Simpson's; Step 3 garbled; Step 2 inverts; conclusion 'A for small, B for large' wrong."
llama-r1-grpo,RT,22,16.0,N1-simpsons-paradox,stats_fallacy,0,1758,,24.92,✗,FM-8,"Renames 'Heterogeneity of Treatment Effect' — no Simpson's; conclusion inverted ('A for large, B for small') — double failure."
llama-r1-grpo,RT,22,20.0,N1-simpsons-paradox,stats_fallacy,0,1944,,29.6,✗,FM-8+format-glitch,Renames 'heterogeneity'; correctly concludes 'A for all' but never names Simpson's; Step 3 missing closing **.
llama-r1-grpo,VC,29,-8.0,N1-simpsons-paradox,stats_fallacy,0,2540,,34.87,~,FM-8,No Simpson's name ('confounding by indication'); correct that A beats B in both but final rec 'A small / B large' wrong.
llama-r1-grpo,VC,29,-4.0,N1-simpsons-paradox,stats_fallacy,0,2318,,31.89,~,FM-8,Names 'heterogeneity of treatment effects' NOT Simpson's; correct A>B both strata but rec 'B for large' wrong.
llama-r1-grpo,VC,29,-2.0,N1-simpsons-paradox,stats_fallacy,0,2023,,26.95,✓,,"Names Simpson's correctly and cleanly Step 5; recommends A for small, B for large — minor wobble but explicit."
llama-r1-grpo,VC,29,1.0,N1-simpsons-paradox,stats_fallacy,0,2108,,27.8,✓,,Names Simpson's; identical structure to −2.0; same minor split-rec wobble.
llama-r1-grpo,VC,29,2.0,N1-simpsons-paradox,stats_fallacy,0,2367,,30.6,✓,,Names Simpson's; adds Step 8 elaborating implications — minor FM-13 bloat but not harmful.
llama-r1-grpo,VC,29,4.0,N1-simpsons-paradox,stats_fallacy,0,2118,,28.58,✓,,Names Simpson's Step 6; correctly notes 'B appears overall but A more effective in both strata'; minor split-rec slip.
llama-r1-grpo,VC,29,6.0,N1-simpsons-paradox,stats_fallacy,0,2731,,35.56,✓,,Names Simpson's Step 6; Step 4 contradiction ('B more effective for large') corrected in Step 5; paradox name correct.
llama-r1-grpo,VC,29,8.0,N1-simpsons-paradox,stats_fallacy,0,2616,,34.08,✓,,Names Simpson's Step 6; slight Step 4 contradiction same as +6; paradox + core logic intact.
llama-r1-grpo,VC,29,10.0,N1-simpsons-paradox,stats_fallacy,0,2198,,29.68,✓,,Names Simpson's Step 6; rec A for small / B for large slip; paradox correctly defined.
llama-r1-grpo,VC,29,12.0,N1-simpsons-paradox,stats_fallacy,0,2516,,34.05,✗,FM-8,Names 'regression to the mean' — WRONG phenomenon. Most notable misfire in positive range.
llama-r1-grpo,VC,29,16.0,N1-simpsons-paradox,stats_fallacy,0,3236,,45.02,~,FM-8,No Simpson's name; 'interaction effect in 2x2 factorial'; correctly identifies A>B both but Step 3 misstates 'B higher 69% vs 73%'.
llama-r1-grpo,VC,29,20.0,N1-simpsons-paradox,stats_fallacy,0,3619,,45.86,~,FM-8+FM-13,No Simpson's name; 'interaction effect / 2x2 factorial'; Step 3 misstates B>A for large; FM-13 verbose 10-step bloat.
llama-r1-grpo,(baseline),,0.0,N2-conjunction-fallacy,stats_fallacy,0,1695,,21.34,✗,conjunction-fail,Ranks A > B > C > D. Single-conjunct A above single-conjunct C — narrative bias (EV→environmentalist) overrides probability calculus.
llama-r1-grpo,CC_full,26,-8.0,N2-conjunction-fallacy,stats_fallacy,0,2053,,26.22,✗,FM-conj-fallacy,A>B>C>D — full baseline fallacy; pure narrative ('aligns with professional values').
llama-r1-grpo,CC_full,26,-4.0,N2-conjunction-fallacy,stats_fallacy,0,1796,,22.11,✗,FM-conj-fallacy,A>B>C>D — identical to baseline; narrative-fit only.
llama-r1-grpo,CC_full,26,-2.0,N2-conjunction-fallacy,stats_fallacy,0,1852,,23.34,✗,FM-conj-fallacy,A>B>C>D — identical to baseline.
llama-r1-grpo,CC_full,26,1.0,N2-conjunction-fallacy,stats_fallacy,0,1731,,22.11,✗,FM-conj-fallacy,A>B>C>D — identical to baseline.
llama-r1-grpo,CC_full,26,2.0,N2-conjunction-fallacy,stats_fallacy,0,1734,,22.38,✗,FM-conj-fallacy,A>B>C>D — identical to baseline.
llama-r1-grpo,CC_full,26,4.0,N2-conjunction-fallacy,stats_fallacy,0,1945,,24.53,~,FM-conj-fallacy-partial,A>C>B>D — C>B swap fixes B>C fallacy; A>C still wrong; 'extreme environmentalist' framing.
llama-r1-grpo,CC_full,26,6.0,N2-conjunction-fallacy,stats_fallacy,0,1625,,21.34,~,FM-conj-fallacy-partial,A>C>B>D — same partial fix as α=+4; narrative reasoning persists.
llama-r1-grpo,CC_full,26,8.0,N2-conjunction-fallacy,stats_fallacy,0,1653,,21.2,~,FM-conj-fallacy-partial,A>C>B>D — B requires 'additional assumption'; slightly more prob-adjacent.
llama-r1-grpo,CC_full,26,10.0,N2-conjunction-fallacy,stats_fallacy,0,1914,,24.79,~,FM-conj-fallacy-partial,A>C>B>D — B framed 'two separate actions rather than just one'; closest to prob-law language.
llama-r1-grpo,CC_full,26,12.0,N2-conjunction-fallacy,stats_fallacy,0,1905,,23.8,~,FM-conj-fallacy-partial,A>C>B>D — same partial; C 'moderately probable'; A>C still wrong.
llama-r1-grpo,CC_full,26,16.0,N2-conjunction-fallacy,stats_fallacy,0,1654,,21.63,~,FM-conj-fallacy-partial,A>C>B>D — partial fix holds stably; reasoning unchanged from α=+8-+12 band.
llama-r1-grpo,CC_full,26,20.0,N2-conjunction-fallacy,stats_fallacy,0,1961,,27.81,✗,FM-conj-fallacy,A>B>C>D — REGRESSION to baseline; explicit 8/7.5/7/6.5 numeric scores; high-α breakdown.
llama-r1-grpo,CC_num,31,-8.0,N2-conjunction-fallacy,stats_fallacy,0,2446,,29.8,✗,FM-conj-fallacy,A>B>C>D stereotype-plausibility; B>C conjunction error; no prob-law.
llama-r1-grpo,CC_num,31,-4.0,N2-conjunction-fallacy,stats_fallacy,0,1622,,20.72,✗,FM-conj-fallacy,A>B>C>D same pattern; brief reasoning.
llama-r1-grpo,CC_num,31,-2.0,N2-conjunction-fallacy,stats_fallacy,0,1755,,22.92,✗,FM-conj-fallacy,A>B>C>D clean paragraph format; B>C error.
llama-r1-grpo,CC_num,31,1.0,N2-conjunction-fallacy,stats_fallacy,0,1808,,22.93,✗,FM-conj-fallacy,A>B>C>D; B framed as 'logical extension' of A.
llama-r1-grpo,CC_num,31,2.0,N2-conjunction-fallacy,stats_fallacy,0,1980,,24.73,✗,FM-conj-fallacy,A>B>C>D time-commitment for D-last; B>C error.
llama-r1-grpo,CC_num,31,4.0,N2-conjunction-fallacy,stats_fallacy,0,2085,,26.39,✗,FM-conj-fallacy,A>B>C>D; labels B 'HIGHLY probable'; B>C error more explicit.
llama-r1-grpo,CC_num,31,6.0,N2-conjunction-fallacy,stats_fallacy,0,1897,,24.23,✗,FM-conj-fallacy,A>B>C>D near-identical to α=+4; B>C error.
llama-r1-grpo,CC_num,31,8.0,N2-conjunction-fallacy,stats_fallacy,0,2411,,29.85,✗,FM-conj-fallacy,A>B>C>D added trailing rationale bullets; B>C; verbosity up.
llama-r1-grpo,CC_num,31,10.0,N2-conjunction-fallacy,stats_fallacy,0,1999,,25.6,✗,FM-conj-fallacy,A>B>C>D explicit 'cumulative nature' framing for D; B>C error.
llama-r1-grpo,CC_num,31,12.0,N2-conjunction-fallacy,stats_fallacy,0,2001,,25.72,✗,FM-conj-fallacy,A>B>C>D explicit 'cumulative nature'; B>C error.
llama-r1-grpo,CC_num,31,16.0,N2-conjunction-fallacy,stats_fallacy,0,2430,,31.39,✗,FM-conj-fallacy,"A>B>C>D adds numerical scores A=8/10, B=9/10 — B rated HIGHER than A, doubling down on fallacy."
llama-r1-grpo,CC_num,31,20.0,N2-conjunction-fallacy,stats_fallacy,0,1777,,23.58,✗,FM-conj-fallacy,A>B>C>D same A=8/10 B=9/10 scoring; slightly shorter at high α.
llama-r1-grpo,EG,22,-8.0,N2-conjunction-fallacy,stats_fallacy,0,2470,,30.78,✗,FM-conj-fallacy,A>B>C>D pure representativeness; B>C error.
llama-r1-grpo,EG,22,-4.0,N2-conjunction-fallacy,stats_fallacy,0,2036,,25.49,✗,FM-conj-fallacy,A>B>C>D same; representativeness only.
llama-r1-grpo,EG,22,-2.0,N2-conjunction-fallacy,stats_fallacy,0,2186,,26.78,✗,FM-conj-fallacy,A>B>C>D pure representativeness.
llama-r1-grpo,EG,22,1.0,N2-conjunction-fallacy,stats_fallacy,0,1478,,19.09,✗,FM-conj-fallacy,A>B>C>D IDENTICAL to α=−2 (same chars/tokens).
llama-r1-grpo,EG,22,2.0,N2-conjunction-fallacy,stats_fallacy,0,1478,,19.11,✗,FM-conj-fallacy,A>B>C>D IDENTICAL to α=+1.
llama-r1-grpo,EG,22,4.0,N2-conjunction-fallacy,stats_fallacy,0,1379,,17.87,✗,FM-conj-fallacy,"A>B>C>D slightly shorter, same fallacy logic."
llama-r1-grpo,EG,22,6.0,N2-conjunction-fallacy,stats_fallacy,0,1552,,19.62,✗,FM-conj-fallacy,A>B>C>D labels B 'MOST probable' in prose but ranks 2nd; no prob-law.
llama-r1-grpo,EG,22,8.0,N2-conjunction-fallacy,stats_fallacy,0,1505,,19.15,✗,FM-conj-fallacy,A>B>C>D B also 'MOST probable' label; incoherent prose.
llama-r1-grpo,EG,22,10.0,N2-conjunction-fallacy,stats_fallacy,0,1831,,21.64,~,FM-conj-fallacy-partial,A>B>C>D mentions 'accumulation of independent statements' — faint conj-law gesture; ranking unchanged.
llama-r1-grpo,EG,22,12.0,N2-conjunction-fallacy,stats_fallacy,0,1584,,19.69,✗,FM-conj-fallacy,A>B>C>D B and C both 'MOST probable' in prose; incoherent.
llama-r1-grpo,EG,22,16.0,N2-conjunction-fallacy,stats_fallacy,0,2649,,35.69,✗,FM-conj-fallacy,A>B>C>D numerical 9/8.5/8/7.5; representativeness gradient.
llama-r1-grpo,EG,22,20.0,N2-conjunction-fallacy,stats_fallacy,0,1774,,24.88,✗,FM-conj-fallacy,A>B>C>D D=9/10 same as A — incoherent; explicit list still A>B>C>D.
llama-r1-grpo,IH,31,-8.0,N2-conjunction-fallacy,stats_fallacy,0,2093,,26.81,✗,FM-conj-fallacy,A>B>C>D narrative-fit; B>C error.
llama-r1-grpo,IH,31,-4.0,N2-conjunction-fallacy,stats_fallacy,0,1490,,19.21,✗,FM-conj-fallacy,A>B>C>D 'likely to also have solar' for B>C.
llama-r1-grpo,IH,31,-2.0,N2-conjunction-fallacy,stats_fallacy,0,1771,,22.23,✗,FM-conj-fallacy,A>B>C>D same.
llama-r1-grpo,IH,31,1.0,N2-conjunction-fallacy,stats_fallacy,0,1560,,19.65,✗,FM-conj-fallacy,A>B>C>D B>C error.
llama-r1-grpo,IH,31,2.0,N2-conjunction-fallacy,stats_fallacy,0,1470,,18.68,✗,FM-conj-fallacy,A>B>C>D same.
llama-r1-grpo,IH,31,4.0,N2-conjunction-fallacy,stats_fallacy,0,1713,,21.85,✗,FM-conj-fallacy,A>B>C>D same.
llama-r1-grpo,IH,31,6.0,N2-conjunction-fallacy,stats_fallacy,0,2710,,33.43,~,FM-conj-fallacy-partial,A>C>B>D — only departure from baseline; C>B fixed; A>C still wrong (vs ideal C>A); D last.
llama-r1-grpo,IH,31,8.0,N2-conjunction-fallacy,stats_fallacy,0,1978,,23.72,✗,FM-conj-fallacy,A>B>C>D fallacy returns; D last.
llama-r1-grpo,IH,31,10.0,N2-conjunction-fallacy,stats_fallacy,0,2003,,24.49,✗,FM-conj-fallacy,A>B>C>D B>C error.
llama-r1-grpo,IH,31,12.0,N2-conjunction-fallacy,stats_fallacy,0,1845,,22.44,✗,FM-conj-fallacy,A>B>C>D B>C error.
llama-r1-grpo,IH,31,16.0,N2-conjunction-fallacy,stats_fallacy,0,1990,,22.88,✗,FM-conj-fallacy,A>B>C>D B>C error.
llama-r1-grpo,IH,31,20.0,N2-conjunction-fallacy,stats_fallacy,0,1899,,22.76,✗,FM-conj-fallacy,A>B>C>D B>C error.
llama-r1-grpo,RT,22,-8.0,N2-conjunction-fallacy,stats_fallacy,0,2213,,27.09,✗,FM-conj-fallacy,A>B>C>D pure representativeness; no thinking; no prob-law.
llama-r1-grpo,RT,22,-4.0,N2-conjunction-fallacy,stats_fallacy,0,2017,,25.58,✗,FM-conj-fallacy,A>B>C>D 'likely to also have solar' for B>C.
llama-r1-grpo,RT,22,-2.0,N2-conjunction-fallacy,stats_fallacy,0,1907,,24.15,✗,FM-conj-fallacy,A>B>C>D 'logical extension of environmental values' for B>C.
llama-r1-grpo,RT,22,1.0,N2-conjunction-fallacy,stats_fallacy,0,1701,,21.74,✗,FM-conj-fallacy,A>B>C>D no prob-law invoked.
llama-r1-grpo,RT,22,2.0,N2-conjunction-fallacy,stats_fallacy,0,1839,,23.11,✗,FM-conj-fallacy,A>B>C>D B 'common complement to EV ownership.'
llama-r1-grpo,RT,22,4.0,N2-conjunction-fallacy,stats_fallacy,0,1582,,19.99,✗,FM-conj-fallacy,A>B>C>D B 'EV+solar complement'; no conjunction rule.
llama-r1-grpo,RT,22,6.0,N2-conjunction-fallacy,stats_fallacy,0,1751,,22.14,~,FM-conj-fallacy-partial,A>C>B>D first shift — C>B fixed; A>C still wrong; no explicit prob-law.
llama-r1-grpo,RT,22,8.0,N2-conjunction-fallacy,stats_fallacy,0,2034,,25.5,~,FM-conj-fallacy-partial,A>C>B>D B 'not a necessary inference'; conjunction rule not named.
llama-r1-grpo,RT,22,10.0,N2-conjunction-fallacy,stats_fallacy,0,1620,,21.21,~,FM-conj-fallacy-partial,"A>C>B>D B 'combination of first two, not a guarantee.'"
llama-r1-grpo,RT,22,12.0,N2-conjunction-fallacy,stats_fallacy,0,1814,,23.04,✗,FM-conj-fallacy,A>B>C>D REVERTS to fallacy; explicit A=9/B=8.5/C=7.5 scores violate conjunction; 'taking action' for B>C.
llama-r1-grpo,RT,22,16.0,N2-conjunction-fallacy,stats_fallacy,0,2418,,33.4,✗,FM-conj-fallacy,A>B>C>D explicit % A=80/B=60/C=40/D=20; B>C 'second most probable' no awareness of conj rule.
llama-r1-grpo,RT,22,20.0,N2-conjunction-fallacy,stats_fallacy,0,1988,,26.41,✗,FM-conj-fallacy,A>B>C>D same %; no prob-law; fallacy fully intact.
llama-r1-grpo,VC,29,-8.0,N2-conjunction-fallacy,stats_fallacy,0,1969,,24.27,~,FM-conj-fallacy-partial,A>C>B>D — only instance where B drops below C; A still leads; partial correction.
llama-r1-grpo,VC,29,-4.0,N2-conjunction-fallacy,stats_fallacy,0,1983,,25.56,✗,FM-conj-fallacy,A>B>C>D baseline fallacy; B (conjunction) above C.
llama-r1-grpo,VC,29,-2.0,N2-conjunction-fallacy,stats_fallacy,0,1895,,23.89,✗,FM-conj-fallacy,A>B>C>D identical to baseline.
llama-r1-grpo,VC,29,1.0,N2-conjunction-fallacy,stats_fallacy,0,1631,,20.72,✗,FM-conj-fallacy,A>B>C>D identical to baseline.
llama-r1-grpo,VC,29,2.0,N2-conjunction-fallacy,stats_fallacy,0,1690,,21.56,✗,FM-conj-fallacy,A>B>C>D identical to baseline.
llama-r1-grpo,VC,29,4.0,N2-conjunction-fallacy,stats_fallacy,0,1683,,21.62,✗,FM-conj-fallacy,A>B>C>D identical to baseline.
llama-r1-grpo,VC,29,6.0,N2-conjunction-fallacy,stats_fallacy,0,1787,,22.46,✗,FM-conj-fallacy,A>B>C>D identical to baseline.
llama-r1-grpo,VC,29,8.0,N2-conjunction-fallacy,stats_fallacy,0,1737,,22.26,✗,FM-conj-fallacy,A>B>C>D identical to baseline.
llama-r1-grpo,VC,29,10.0,N2-conjunction-fallacy,stats_fallacy,0,1779,,22.21,✗,FM-conj-fallacy,A>B>C>D identical to baseline.
llama-r1-grpo,VC,29,12.0,N2-conjunction-fallacy,stats_fallacy,0,1641,,21.01,✗,FM-conj-fallacy,A>B>C>D identical to baseline.
llama-r1-grpo,VC,29,16.0,N2-conjunction-fallacy,stats_fallacy,0,1551,,20.56,✗,FM-conj-fallacy,A>B>C>D identical to baseline; shortest response (1551c).
llama-r1-grpo,VC,29,20.0,N2-conjunction-fallacy,stats_fallacy,0,1992,,25.65,✗,FM-conj-fallacy,A>B>C>D identical to baseline; verbosity rebounds to 1992c at extreme α.
llama-r1-grpo,(baseline),,0.0,N3-survivorship-bias,stats_fallacy,0,2942,,35.82,✓,,2/10 rating with 5 flaws cleanly listed.
llama-r1-grpo,CC_full,26,-8.0,N3-survivorship-bias,stats_fallacy,0,3632,,44.03,✓,,"2/10. Five flaws (correlation, selection, control, oversimplification, alternative-explanations). Standard llama template. Equiv to baseline."
llama-r1-grpo,CC_full,26,-4.0,N3-survivorship-bias,stats_fallacy,0,3031,,37.08,✓,,2/10. Five flaws including longitudinal-data-gap as #5. Equiv.
llama-r1-grpo,CC_full,26,-2.0,N3-survivorship-bias,stats_fallacy,0,3031,,37.15,✓,,2/10. Same five-flaw template. Adds Meta-analysis to data needs. Equiv.
llama-r1-grpo,CC_full,26,1.0,N3-survivorship-bias,stats_fallacy,0,3021,,36.97,✓,,2/10. Five flaws including 'Ignoring potential risks of dropping out' as #5 (new framing). Equiv.
llama-r1-grpo,CC_full,26,2.0,N3-survivorship-bias,stats_fallacy,0,3039,,36.9,✓,,2/10. Five flaws including 'Lack of counterfactuals' + 'Lack of context' (specific circumstances). Equiv.
llama-r1-grpo,CC_full,26,4.0,N3-survivorship-bias,stats_fallacy,0,2908,,35.87,✓,,2/10. Five flaws including 'Ignoring the role of privilege' as #5 (new framing). Equiv.
llama-r1-grpo,CC_full,26,6.0,N3-survivorship-bias,stats_fallacy,0,2764,,34.85,✓,,"2/10. Selection-bias call-out cleanest yet: 'biases the sample towards people who dropped out and succeeded, rather than those who dropped out but failed' — explicit survivorship statement. Equiv-or-better."
llama-r1-grpo,CC_full,26,8.0,N3-survivorship-bias,stats_fallacy,0,2940,,37.53,✓,,2/10. Five flaws cleanly named. Equiv.
llama-r1-grpo,CC_full,26,10.0,N3-survivorship-bias,stats_fallacy,0,2868,,37.54,✓,,"2/10. Five flaws cleanly named, no drift. Equiv."
llama-r1-grpo,CC_full,26,12.0,N3-survivorship-bias,stats_fallacy,0,2996,,38.59,✓,,2/10. Five flaws including risk-tolerance as alt explanation. Equiv.
llama-r1-grpo,CC_full,26,16.0,N3-survivorship-bias,stats_fallacy,0,2986,,37.8,✓,,2/10. Five flaws + adds 6th 'Data on those who dropped out but failed' to data needs. Equiv-or-better.
llama-r1-grpo,CC_full,26,20.0,N3-survivorship-bias,stats_fallacy,0,3793,,45.96,✓,,2/10. Five flaws including 'No discussion of the benefits of education' as #5. Most thorough 7-item data needs list. Equiv-or-better.
llama-r1-grpo,CC_num,31,-8.0,N3-survivorship-bias,stats_fallacy,0,2270,,28.75,✓,,"2/10. Four flaws (selection, control, correlation, oversimplification). Most concise of the cell."
llama-r1-grpo,CC_num,31,-4.0,N3-survivorship-bias,stats_fallacy,0,2837,,35.03,✓,,2/10. Five flaws including 'Lack of context' (forced-vs-chose dropout). Equiv.
llama-r1-grpo,CC_num,31,-2.0,N3-survivorship-bias,stats_fallacy,0,3148,,38.45,~,fabricated-counter-examples,"2/10 rating correct. **MAJOR FACTUAL ERROR**: claims 'Bill Gates, Mark Zuckerberg, and Steve Jobs all graduated from college' as counter-examples — all three are famous dropouts. Embedded fabrication in service of correct framing."
llama-r1-grpo,CC_num,31,1.0,N3-survivorship-bias,stats_fallacy,0,2942,,36.0,✓,,"2/10. Five flaws cleanly named, no errors. Equiv to baseline."
llama-r1-grpo,CC_num,31,2.0,N3-survivorship-bias,stats_fallacy,0,2969,,36.4,✓,,2/10. Five flaws including 'Ignoring role of privilege.' Equiv.
llama-r1-grpo,CC_num,31,4.0,N3-survivorship-bias,stats_fallacy,0,3036,,38.32,✓,,2/10. Five flaws including 'Ignoring potential downsides' (reduced earning potential). Adds 'Survey of unsuccessful dropouts' to data needs — explicit survivorship framing. Equiv-or-better.
llama-r1-grpo,CC_num,31,6.0,N3-survivorship-bias,stats_fallacy,0,2980,,36.61,✓,,2/10. Five flaws including 'Ignoring counterexamples.' Equiv.
